,image_id,census_tract_id
858,27123,17031230500.0
859,47481,17031300800.0
860,24191,17031340600.0
861,41560,17031351400.0
862,27418,17031301600.0
863,55928,17031420700.0
864,47478,17031670400.0
865,57773,17031660700.0
866,56717,17031340500.0
867,47133,17031340300.0
868,27608,17031350400.0
869,2402,17031420600.0
870,44358,17031671100.0
871,569,17031420100.0
872,40593,17031420500.0
873,29506,17031251600.0
874,23523,17031611200.0
875,10444,17031260700.0
876,15654,17031251900.0
877,11320,17031251400.0
878,30848,17031491300.0
879,50685,17031031200.0
880,30569,17031380200.0
881,2934,17031260300.0
882,1375,17031252000.0
883,16386,17031251100.0
884,41956,17031231500.0
885,55749,17031380100.0
886,57558,17031360200.0
887,58402,17031251000.0
888,57090,17031710500.0
889,47566,17031560100.0
890,9307,17031681200.0
891,32592,17031710800.0
892,36472,17031691100.0
893,984,17031691200.0
894,25286,17031691500.0
895,1539,17031460200.0
896,3478,17031420400.0
897,58251,17031461000.0
898,36473,17031690400.0
899,55835,17031690900.0
900,28234,17031611600.0
901,23952,17031491000.0
902,37600,17031710100.0
903,56947,17031351100.0
904,20509,17031681300.0
905,56755,17031251800.0
906,20187,17031670900.0
907,25607,17031670700.0
908,41648,17031381500.0
909,3019,17031838100.0
910,19746,17031838000.0
911,28650,17031843800.0
912,45000,17031831400.0
913,58316,17031837000.0
914,2159,17031010503.0
915,54030,17031837300.0
916,39608,17031841500.0
917,9509,17031838700.0
918,5292,17031834400.0
919,45074,17031440201.0
920,1207,17031540101.0
921,10854,17031843300.0
922,47428,17031540102.0
923,313,17031630900.0
924,57349,17031611900.0
925,23882,17031251600.0
926,54585,17031251800.0
927,42084,17031260900.0
928,39534,17031270500.0
929,31574,17031610300.0
930,37744,17031271200.0
931,3417,17031843000.0
932,1340,17031290900.0
933,16543,17031611700.0
934,40222,17031612100.0
935,59714,17031291200.0
936,42647,17031630400.0
937,45939,17031280800.0
938,3143,17031271400.0
939,41496,17031271300.0
940,57586,17031670800.0
941,54088,17031842900.0
942,52235,17031834700.0
943,18727,17031670600.0
944,16200,17031670500.0
945,48037,17031301100.0
946,20287,17031500200.0
947,33920,17031491400.0
948,25155,17031510300.0
949,16106,17031440101.0
950,21582,17031431301.0
951,58196,17031431302.0
952,24486,17031460302.0
953,39889,17031300900.0
954,6795,17031490901.0
955,48867,17031530100.0
956,21994,17031460301.0
957,35481,17031835600.0
958,4456,17031836400.0
959,58727,17031836100.0
960,41420,17031842500.0
961,45030,17031843500.0
962,17191,17031843400.0
963,53482,17031390400.0
964,7145,17031440202.0
965,13147,17031430101.0
966,34854,17031835000.0
967,16038,17031834600.0
968,40667,17031836800.0
969,40914,17031838800.0
970,30827,17031660301.0
971,29621,17031834000.0
972,53748,17031835500.0
973,14906,17031841700.0
974,10557,17031833900.0
975,44674,17031611600.0
976,47992,17031260900.0
977,35421,17031610300.0
978,6612,17031681200.0
979,49974,17031420500.0
980,38099,17031420400.0
981,60249,17031420100.0
982,12086,17031351400.0
983,20344,17031410600.0
984,12869,17031681000.0
985,33265,17031680900.0
986,23608,17031440800.0
987,37497,17031420300.0
988,49406,17031420200.0
989,47164,17031430700.0
990,58393,17031430300.0
991,41146,17031681100.0
992,12613,17031680500.0
993,45342,17031400800.0
994,3729,17031400500.0
995,19658,17031340600.0
996,43092,17031301600.0
997,54396,17031420600.0
998,35600,17031420700.0
999,22209,17031670400.0
1000,57184,17031660700.0
1001,4283,17031710800.0
1002,41169,17031340500.0
1003,25393,17031350400.0
1004,15041,17031430200.0
1005,28974,17031670200.0
1006,6594,17031670300.0
1007,40735,17031390300.0
1008,18103,17031400400.0
1009,30905,17031340300.0
1010,54816,17031300800.0
1011,37226,17031691100.0
1012,82,17031691500.0
1013,25544,17031271200.0
1014,29470,17031610300.0
1015,23175,17031270500.0
1016,8478,17031260900.0
1017,27687,17031251800.0
1018,40352,17031251600.0
1019,12939,17031611200.0
1020,59044,17031260700.0
1021,8155,17031251900.0
1022,29343,17031251400.0
1023,52676,17031491300.0
1024,19373,17031031200.0
1025,5204,17031380200.0
1026,21854,17031260300.0
1027,51980,17031252000.0
1028,30447,17031251100.0
1029,26176,17031231500.0
1030,4485,17031460200.0
1031,47621,17031461000.0
1032,32168,17031681300.0
1033,24801,17031690400.0
1034,31889,17031690900.0
1035,52207,17031611600.0
1036,16276,17031691200.0
1037,59651,17031491000.0
1038,8119,17031351100.0
1039,46013,17031560100.0
1040,24128,17031710500.0
1041,22569,17031251000.0
1042,26345,17031360200.0
1043,13172,17031380100.0
1044,19391,17031710100.0
1045,381,17031270500.0
1046,51692,17031230500.0
1047,47750,17031671600.0
1048,32145,17031842500.0
1049,10341,17031834700.0
1050,16203,17031835000.0
1051,10552,17031842900.0
1052,24651,17031843000.0
1053,8388,17031381500.0
1054,8310,17031838100.0
1055,23109,17031838000.0
1056,15250,17031843800.0
1057,26720,17031831400.0
1058,48330,17031837000.0
1059,28962,17031010503.0
1060,54492,17031837300.0
1061,17900,17031841500.0
1062,58961,17031838700.0
1063,48256,17031834400.0
1064,1703,17031440201.0
1065,47152,17031271200.0
1066,11232,17031290900.0
1067,43589,17031271300.0
1068,27983,17031611700.0
1069,13009,17031612100.0
1070,40677,17031291200.0
1071,32942,17031843500.0
1072,21049,17031630400.0
1073,30119,17031271400.0
1074,59244,17031611900.0
1075,43851,17031630900.0
1076,52848,17031540102.0
1077,40657,17031843300.0
1078,32336,17031540101.0
1079,35458,17031280800.0
1080,47832,17031670100.0
1081,34627,17031843400.0
1082,17444,17031440202.0
1083,763,17031671300.0
1084,24266,17031671100.0
1085,37372,17031670900.0
1086,17986,17031670800.0
1087,10620,17031670700.0
1088,46128,17031670600.0
1089,30646,17031670500.0
1090,20015,17031301100.0
1091,59485,17031500200.0
1092,35344,17031491400.0
1093,43860,17031510300.0
1094,37369,17031440101.0
1095,18249,17031431301.0
1096,39202,17031431302.0
1097,58529,17031460302.0
1098,29539,17031300900.0
1099,43235,17031490901.0
1100,19488,17031430101.0
1101,12425,17031834600.0
1102,7187,17031833900.0
1103,50719,17031836800.0
1104,22637,17031838800.0
1105,45914,17031660301.0
1106,59099,17031390400.0
1107,4320,17031834000.0
1108,40047,17031841700.0
1109,1078,17031836100.0
1110,44643,17031836400.0
1111,28662,17031835600.0
1112,3068,17031460301.0
1113,52488,17031530100.0
1114,25850,17031835500.0
1115,14510,17031690900.0
1116,31592,17031630900.0
1117,51828,17031690400.0
1118,5583,17031340600.0
1119,25581,17031681100.0
1120,6312,17031680500.0
1121,11635,17031681200.0
1122,22936,17031440202.0
1123,48750,17031260300.0
1124,31904,17031430300.0
1125,17463,17031833900.0
1126,57898,17031841700.0
1127,18586,17031670700.0
1128,30947,17031670400.0
1129,11673,17031837300.0
1130,45146,17031836800.0
1131,20170,17031841500.0
1132,18924,17031252000.0
1133,12188,17031838800.0
1134,16229,17031430700.0
1135,12015,17031831400.0
1136,44736,17031420200.0
1137,9846,17031410600.0
1138,48189,17031836100.0
1139,15364,17031420500.0
1140,28550,17031031200.0
1141,20045,17031420600.0
1142,47136,17031351400.0
1143,42930,17031831400.0
1144,52972,17031420700.0
1145,28816,17031271200.0
1146,23179,17031670600.0
1147,4895,17031835000.0
1148,33646,17031380200.0
1149,36539,17031834600.0
1150,39790,17031834700.0
